NSW Recorded Crime Statistics April 2015-March 2020,,,,,,,,,
"Incidents of crime recorded by the NSW Police Force by Local Government Area: number, rates^ and trends^^",,,,,,,,,
,,,,,,,,,
Local Government Area,Offence type,Apr 2015 - Mar 2016,Apr 2016 - Mar 2017,Apr 2017 - Mar 2018,Apr 2018 - Mar 2019,Apr 2019 - Mar 2020,"Rate per 100,000 population Apr 2019 - Mar 2020",2 year trend and annual percent change (Apr 2018-Mar 2020),5 year trend and average annual percent change (Apr 2015-Mar 2020)
Bayside,Steal from dwelling,336,341,283,298,318,182.4,Stable,Stable
Bayside,Steal from person,125,98,84,89,80,45.9,Stable,Down 10.6%
Bayside,Stock theft,0,0,0,0,0,nc,nc,nc
Bayside,Fraud,1271,1166,1067,1157,1241,711.7,Up 7.3%,Stable
Bayside,Other theft,532,529,494,516,455,260.9,Stable,Down 3.8%
Bayside,Arson,24,37,43,38,29,16.6,Stable,Stable
Bayside,Malicious damage to property,935,974,944,933,883,506.4,Stable,Stable
Bayside,Possession and/or use of cocaine,32,24,42,31,33,18.9,Stable,Stable
Bayside,Possession and/or use of narcotics,16,13,13,24,24,13.8,Stable,nc
Bayside,Possession and/or use of cannabis,372,326,307,285,237,135.9,Stable,Down 10.7%
Bayside,Possession and/or use of amphetamines,116,146,104,106,105,60.2,Stable,Stable
Bayside,Possession and/or use of ecstasy,28,23,13,12,9,5.2,nc,nc
Bayside,Possession and/or use of other drugs,92,115,118,108,154,88.3,Stable,Up 13.7%
Bayside,"Dealing, trafficking in cocaine",10,10,22,21,20,11.5,Stable,nc
Bayside,"Dealing, trafficking in narcotics",6,3,2,3,7,4,nc,nc
Bayside,"Dealing, trafficking in cannabis",7,9,13,4,7,4,nc,nc
Bayside,"Dealing, trafficking in amphetamines",43,42,59,27,17,9.7,nc,nc
Bayside,"Dealing, trafficking in ecstasy",9,10,7,3,2,1.1,nc,nc
Bayside,"Dealing, trafficking in other drugs",7,2,29,5,12,6.9,nc,nc
Bayside,Cultivating cannabis,10,8,8,9,13,7.5,nc,nc
Bayside,Manufacture drug,3,2,1,1,4,2.3,nc,nc
Bayside,Importing drugs,6,10,11,11,36,20.6,nc,nc
Bayside,Other drug offences,110,110,113,105,113,64.8,Up 7.6%,Stable
Bayside,Prohibited and regulated weapons offences,160,177,186,191,159,91.2,Down 16.8%,Stable
Bayside,Trespass,107,99,109,139,128,73.4,Stable,Up 4.6%
Bayside,Offensive conduct,38,40,37,38,58,33.3,Stable,Stable
Bayside,Offensive language,41,33,32,24,38,21.8,Up 58.3%,Stable
Bayside,Criminal intent,34,27,41,29,24,13.8,Stable,Stable
Bayside,Betting and gaming offences,1,0,0,3,0,nc,nc,nc
Bayside,Liquor offences,36,43,65,64,59,33.8,Stable,Stable
Bayside,Pornography offences,4,11,12,9,14,8,nc,nc
Bayside,Prostitution offences,1,0,0,1,0,nc,nc,nc
Bayside,Escape custody,1,0,1,1,2,1.1,nc,nc
Bayside,Breach Apprehended Violence Order,183,254,196,232,279,160,Stable,Up 11.1%
Bayside,Breach bail conditions,344,379,428,386,454,260.4,Stable,Up 7.2%
Bayside,Fail to appear,4,3,3,4,18,10.3,nc,nc
Bayside,Resist or hinder officer,63,67,58,64,75,43,Stable,Stable
Bayside,Other offences against justice procedures,8,4,7,5,19,10.9,nc,nc
Bayside,Transport regulatory offences,5148,4110,2742,2346,1704,977.2,Down 27.4%,Down 24.1%
Bayside,Other offences,381,313,344,346,297,170.3,Stable,Stable
Bega Valley,Murder *,2,0,0,2,1,2.9,nc,nc
Bega Valley,Attempted murder,0,0,0,0,0,nc,nc,nc
Bega Valley,"Murder accessory, conspiracy",0,0,0,0,0,nc,nc,nc
Bega Valley,Manslaughter *,0,0,0,0,0,nc,nc,nc
Hornsby,Domestic violence related assault,176,159,133,200,229,151.9,Stable,Up 6.8%
Bega Valley,Non-domestic violence related assault,117,134,109,81,100,291.1,Stable,Stable
Bega Valley,Assault Police,13,13,2,8,12,34.9,nc,nc
Bega Valley,Sexual assault,26,29,30,32,22,64.1,Stable,Stable
Bega Valley,"Indecent assault, act of indecency and other sexual offences",41,28,45,39,28,81.5,Stable,Stable
Bega Valley,Abduction and kidnapping,1,0,0,0,0,nc,nc,nc
Bega Valley,Robbery without a weapon,0,3,1,1,1,2.9,nc,nc
Bega Valley,Robbery with a firearm,0,0,0,0,0,nc,nc,nc
Bega Valley,Robbery with a weapon not a firearm,0,1,0,2,1,2.9,nc,nc
Bega Valley,Blackmail and extortion,0,0,0,0,0,nc,nc,nc
Bega Valley,"Intimidation, stalking and harassment",145,137,117,95,122,355.2,Stable,Stable
Bega Valley,Other offences against the person,5,4,3,6,6,17.5,nc,nc
Bega Valley,Break and enter dwelling,70,90,61,62,77,224.2,Stable,Stable
Bega Valley,Break and enter non-dwelling,70,59,51,55,58,168.9,Stable,Stable
Bega Valley,Receiving or handling stolen goods,11,9,13,10,7,20.4,nc,nc
Bega Valley,Motor vehicle theft,27,28,27,38,25,72.8,Stable,Stable
Bega Valley,Steal from motor vehicle,83,181,115,95,106,308.6,Up 11.6%,Stable
Bega Valley,Steal from retail store,54,53,51,46,40,116.5,Stable,Stable
Bega Valley,Steal from dwelling,88,81,64,69,74,215.4,Stable,Stable
Bega Valley,Steal from person,6,9,6,2,3,8.7,nc,nc
Bega Valley,Stock theft,1,6,5,5,1,2.9,nc,nc
Bega Valley,Fraud,78,100,108,102,122,355.2,Stable,Up 11.8%
Bega Valley,Other theft,87,90,126,99,108,314.4,Stable,Up 5.6%
Bega Valley,Arson,15,14,10,11,29,84.4,nc,nc
Bega Valley,Malicious damage to property,302,265,267,178,179,521.1,Stable,Down 12.3%
Bega Valley,Possession and/or use of cocaine,0,0,2,1,0,nc,nc,nc
Bega Valley,Possession and/or use of narcotics,0,0,1,0,0,nc,nc,nc
Bega Valley,Possession and/or use of cannabis,93,80,51,65,53,154.3,Stable,Down 13.1%
Bega Valley,Possession and/or use of amphetamines,11,10,18,13,24,69.9,nc,nc
Bega Valley,Possession and/or use of ecstasy,3,3,1,3,1,2.9,nc,nc
Bega Valley,Possession and/or use of other drugs,4,7,10,13,13,37.8,nc,nc
Bega Valley,"Dealing, trafficking in cocaine",0,0,0,0,0,nc,nc,nc
Bega Valley,"Dealing, trafficking in narcotics",0,0,0,0,0,nc,nc,nc
Bega Valley,"Dealing, trafficking in cannabis",4,1,2,2,2,5.8,nc,nc
Bega Valley,"Dealing, trafficking in amphetamines",4,1,4,2,6,17.5,nc,nc
Bega Valley,"Dealing, trafficking in ecstasy",1,0,0,0,0,nc,nc,nc
Bega Valley,"Dealing, trafficking in other drugs",0,0,1,0,0,nc,nc,nc
Bega Valley,Cultivating cannabis,12,17,11,13,5,14.6,nc,nc
Bega Valley,Manufacture drug,1,0,0,0,2,5.8,nc,nc
Bega Valley,Importing drugs,1,0,0,0,0,nc,nc,nc
Bega Valley,Other drug offences,31,20,14,17,19,55.3,nc,nc
Bega Valley,Prohibited and regulated weapons offences,44,46,63,55,61,177.6,Stable,Stable
Bega Valley,Trespass,52,41,45,32,30,87.3,Stable,Down 12.8%
Bega Valley,Offensive conduct,36,33,24,28,15,43.7,nc,nc
Bega Valley,Offensive language,37,38,33,28,29,84.4,Stable,Stable
Bega Valley,Criminal intent,13,16,9,8,11,32,nc,nc
Bega Valley,Betting and gaming offences,0,0,0,0,0,nc,nc,nc
Bega Valley,Liquor offences,68,39,57,46,25,72.8,Stable,Stable
Bega Valley,Pornography offences,8,1,6,3,1,2.9,nc,nc
Bega Valley,Prostitution offences,0,0,0,0,0,nc,nc,nc
Bega Valley,Escape custody,0,0,0,2,1,2.9,nc,nc
Bega Valley,Breach Apprehended Violence Order,65,76,63,65,87,253.3,Stable,Stable
Bega Valley,Breach bail conditions,19,27,31,35,37,107.7,Stable,nc
Bega Valley,Fail to appear,0,1,0,2,3,8.7,nc,nc
Bega Valley,Resist or hinder officer,42,30,29,44,15,43.7,nc,nc
Bega Valley,Other offences against justice procedures,3,5,11,4,10,29.1,nc,nc
Bega Valley,Transport regulatory offences,0,0,1,1,0,nc,nc,nc
Bega Valley,Other offences,154,145,206,168,107,311.5,Stable,Stable
Bellingen,Murder *,0,0,0,0,0,nc,nc,nc
Bellingen,Attempted murder,0,1,0,0,0,nc,nc,nc
Bellingen,"Murder accessory, conspiracy",0,0,0,0,0,nc,nc,nc
Bellingen,Manslaughter *,0,0,0,0,0,nc,nc,nc
Strathfield,Domestic violence related assault,114,97,137,147,145,321.2,Stable,Up 6.2%
Bellingen,Non-domestic violence related assault,28,33,41,32,45,347.1,Stable,Stable
Bellingen,Assault Police,2,2,7,2,5,38.6,nc,nc
Bellingen,Sexual assault,5,6,9,17,11,84.9,nc,nc
Bellingen,"Indecent assault, act of indecency and other sexual offences",5,11,9,9,12,92.6,nc,nc
Bellingen,Abduction and kidnapping,0,0,0,1,0,nc,nc,nc
Bellingen,Robbery without a weapon,0,0,0,0,0,nc,nc,nc
Bellingen,Robbery with a firearm,0,0,0,0,0,nc,nc,nc
Bellingen,Robbery with a weapon not a firearm,0,1,0,2,1,7.7,nc,nc
Bellingen,Blackmail and extortion,1,0,0,0,0,nc,nc,nc
Bellingen,"Intimidation, stalking and harassment",28,49,35,32,51,393.4,Up 59.4%,Stable
Bellingen,Other offences against the person,2,3,0,2,2,15.4,nc,nc
Bellingen,Break and enter dwelling,20,21,28,28,34,262.3,Stable,Stable
Bellingen,Break and enter non-dwelling,28,41,27,34,15,115.7,nc,nc
Bellingen,Receiving or handling stolen goods,2,11,2,4,4,30.9,nc,nc
Bellingen,Motor vehicle theft,17,13,26,23,15,115.7,nc,nc
Bellingen,Steal from motor vehicle,39,40,37,43,42,324,Stable,Stable
Bellingen,Steal from retail store,5,9,4,16,8,61.7,nc,nc
Bellingen,Steal from dwelling,29,21,29,36,26,200.6,Stable,Stable
Bellingen,Steal from person,2,0,5,0,0,nc,nc,nc
Bellingen,Stock theft,1,1,3,1,1,7.7,nc,nc
Bellingen,Fraud,19,34,31,58,46,354.9,Stable,nc
Bellingen,Other theft,53,27,43,29,26,200.6,Stable,Stable
Bellingen,Arson,13,32,23,29,20,154.3,Stable,nc
Bellingen,Malicious damage to property,63,77,83,70,91,702,Stable,Stable
Bellingen,Possession and/or use of cocaine,1,1,0,0,0,nc,nc,nc
Bellingen,Possession and/or use of narcotics,1,0,2,0,0,nc,nc,nc
Bellingen,Possession and/or use of cannabis,31,30,35,29,38,293.1,Stable,Stable
Bellingen,Possession and/or use of amphetamines,5,8,7,7,7,54,nc,nc
Bellingen,Possession and/or use of ecstasy,0,1,4,0,1,7.7,nc,nc
Bellingen,Possession and/or use of other drugs,2,2,3,1,2,15.4,nc,nc
Bellingen,"Dealing, trafficking in cocaine",0,0,0,0,0,nc,nc,nc
Bellingen,"Dealing, trafficking in narcotics",0,0,0,0,0,nc,nc,nc
Bellingen,"Dealing, trafficking in cannabis",3,1,0,1,0,nc,nc,nc
Bellingen,"Dealing, trafficking in amphetamines",1,0,1,0,0,nc,nc,nc
Bellingen,"Dealing, trafficking in ecstasy",1,0,1,0,0,nc,nc,nc
Bellingen,"Dealing, trafficking in other drugs",0,0,0,0,0,nc,nc,nc
Bellingen,Cultivating cannabis,27,6,11,11,11,84.9,nc,nc
Bellingen,Manufacture drug,0,1,0,0,0,nc,nc,nc
Bellingen,Importing drugs,0,0,0,0,1,7.7,nc,nc
Bellingen,Other drug offences,6,11,18,12,15,115.7,nc,nc
Bellingen,Prohibited and regulated weapons offences,17,20,20,26,17,131.1,nc,nc
Bellingen,Trespass,4,13,12,19,10,77.1,nc,nc
Bellingen,Offensive conduct,6,15,6,7,7,54,nc,nc
Bellingen,Offensive language,13,18,8,3,6,46.3,nc,nc
Bellingen,Criminal intent,0,4,0,3,1,7.7,nc,nc
Bellingen,Betting and gaming offences,0,0,0,2,0,nc,nc,nc
Bellingen,Liquor offences,17,37,22,23,18,138.9,nc,nc
Bellingen,Pornography offences,1,1,1,4,0,nc,nc,nc
Bellingen,Prostitution offences,0,0,0,0,0,nc,nc,nc
Bellingen,Escape custody,0,0,0,0,0,nc,nc,nc
Bellingen,Breach Apprehended Violence Order,30,44,14,29,36,277.7,Stable,nc
Bellingen,Breach bail conditions,13,31,20,21,19,146.6,nc,nc
Bellingen,Fail to appear,0,0,0,0,0,nc,nc,nc
Bellingen,Resist or hinder officer,3,13,15,3,7,54,nc,nc
Bellingen,Other offences against justice procedures,0,0,2,1,0,nc,nc,nc
Bellingen,Transport regulatory offences,0,1,1,0,0,nc,nc,nc
Bellingen,Other offences,74,83,75,67,16,123.4,nc,nc
Berrigan,Murder *,0,0,0,0,0,nc,nc,nc
Berrigan,Attempted murder,0,0,0,0,0,nc,nc,nc
Berrigan,"Murder accessory, conspiracy",0,0,0,0,0,nc,nc,nc
Berrigan,Manslaughter *,0,0,0,0,0,nc,nc,nc
Port Macquarie-Hastings,Domestic violence related assault,259,268,235,281,326,392.2,Stable,Up 5.9%
Berrigan,Non-domestic violence related assault,16,12,15,19,25,287.1,nc,nc
Berrigan,Assault Police,0,2,0,3,0,nc,nc,nc
Berrigan,Sexual assault,4,2,6,8,11,126.3,nc,nc
Berrigan,"Indecent assault, act of indecency and other sexual offences",4,6,5,14,6,68.9,nc,nc
Berrigan,Abduction and kidnapping,0,0,0,0,0,nc,nc,nc
Berrigan,Robbery without a weapon,0,0,0,0,0,nc,nc,nc
Berrigan,Robbery with a firearm,0,0,0,0,0,nc,nc,nc
Berrigan,Robbery with a weapon not a firearm,0,0,0,0,0,nc,nc,nc
Berrigan,Blackmail and extortion,0,0,0,0,0,nc,nc,nc
Berrigan,"Intimidation, stalking and harassment",12,32,11,15,28,321.6,nc,nc
Berrigan,Other offences against the person,1,0,0,2,0,nc,nc,nc
Berrigan,Break and enter dwelling,21,18,17,16,14,160.8,nc,nc
Berrigan,Break and enter non-dwelling,14,21,15,39,19,218.2,nc,nc
Berrigan,Receiving or handling stolen goods,1,7,3,5,1,11.5,nc,nc
Berrigan,Motor vehicle theft,13,5,3,12,14,160.8,nc,nc
Berrigan,Steal from motor vehicle,13,11,23,36,21,241.2,Stable,nc
Berrigan,Steal from retail store,5,6,5,14,18,206.7,nc,nc
Berrigan,Steal from dwelling,26,28,18,28,27,310.1,Stable,nc
Berrigan,Steal from person,0,0,0,0,0,nc,nc,nc
Berrigan,Stock theft,1,3,2,2,0,nc,nc,nc
Berrigan,Fraud,10,19,15,19,33,379,nc,nc
Berrigan,Other theft,34,18,29,22,22,252.7,Stable,nc
Berrigan,Arson,4,2,4,6,6,68.9,nc,nc
Berrigan,Malicious damage to property,66,64,42,48,38,436.4,Stable,Down 12.9%
Berrigan,Possession and/or use of cocaine,1,3,1,6,6,68.9,nc,nc
Berrigan,Possession and/or use of narcotics,0,0,0,0,0,nc,nc,nc
Berrigan,Possession and/or use of cannabis,39,33,40,40,21,241.2,Stable,Stable
Berrigan,Possession and/or use of amphetamines,5,6,9,8,10,114.9,nc,nc
Berrigan,Possession and/or use of ecstasy,16,13,8,19,12,137.8,nc,nc
Berrigan,Possession and/or use of other drugs,12,14,21,30,27,310.1,Stable,nc
Berrigan,"Dealing, trafficking in cocaine",0,1,1,0,2,23,nc,nc
Berrigan,"Dealing, trafficking in narcotics",0,0,0,0,0,nc,nc,nc
Berrigan,"Dealing, trafficking in cannabis",1,1,0,0,0,nc,nc,nc
Berrigan,"Dealing, trafficking in amphetamines",0,2,0,0,2,23,nc,nc
Berrigan,"Dealing, trafficking in ecstasy",0,3,0,1,2,23,nc,nc
Berrigan,"Dealing, trafficking in other drugs",0,1,1,1,1,11.5,nc,nc
Berrigan,Cultivating cannabis,3,2,2,4,3,34.5,nc,nc
Berrigan,Manufacture drug,0,0,0,0,0,nc,nc,nc
Berrigan,Importing drugs,0,0,0,0,0,nc,nc,nc
Berrigan,Other drug offences,14,21,5,14,7,80.4,nc,nc
Berrigan,Prohibited and regulated weapons offences,24,21,19,33,16,183.8,nc,nc
Berrigan,Trespass,22,21,17,20,16,183.8,nc,nc
Berrigan,Offensive conduct,4,10,6,7,13,149.3,nc,nc
Berrigan,Offensive language,2,7,6,6,3,34.5,nc,nc
Berrigan,Criminal intent,0,1,0,1,0,nc,nc,nc
Berrigan,Betting and gaming offences,0,6,1,9,1,11.5,nc,nc
Berrigan,Liquor offences,11,13,12,21,9,103.4,nc,nc
Berrigan,Pornography offences,0,2,1,0,0,nc,nc,nc
Berrigan,Prostitution offences,0,0,0,0,0,nc,nc,nc
Berrigan,Escape custody,0,0,0,0,1,11.5,nc,nc
Berrigan,Breach Apprehended Violence Order,12,12,17,18,28,321.6,nc,nc
Berrigan,Breach bail conditions,8,13,13,9,12,137.8,nc,nc
Berrigan,Fail to appear,1,0,0,0,0,nc,nc,nc
Berrigan,Resist or hinder officer,2,6,5,5,1,11.5,nc,nc
Berrigan,Other offences against justice procedures,1,3,0,5,2,23,nc,nc
Berrigan,Transport regulatory offences,0,0,0,0,0,nc,nc,nc
Berrigan,Other offences,32,21,21,27,22,252.7,Stable,Stable
Blacktown,Murder *,7,4,5,2,3,0.8,nc,nc
Blacktown,Attempted murder,2,0,1,1,1,0.3,nc,nc
Blacktown,"Murder accessory, conspiracy",1,0,0,0,0,nc,nc,nc
Blacktown,Manslaughter *,0,1,0,0,1,0.3,nc,nc
Byron,Domestic violence related assault,88,108,97,116,108,312.4,Stable,Up 5.3%
Blacktown,Non-domestic violence related assault,1552,1590,1696,1698,1756,479.1,Stable,Up 3.1%
Blacktown,Assault Police,105,101,120,132,142,38.7,Stable,Up 7.8%
Blacktown,Sexual assault,268,257,286,296,344,93.9,Up 16.2%,Up 6.4%
Blacktown,"Indecent assault, act of indecency and other sexual offences",362,335,370,414,401,109.4,Stable,Up 2.6%
Blacktown,Abduction and kidnapping,21,7,15,11,8,2.2,nc,nc
Blacktown,Robbery without a weapon,199,181,135,158,118,32.2,Stable,Down 12.2%
Blacktown,Robbery with a firearm,28,12,9,12,14,3.8,nc,nc
Blacktown,Robbery with a weapon not a firearm,63,59,84,76,101,27.6,Up 32.9%,Up 12.5%
Blacktown,Blackmail and extortion,8,5,4,10,4,1.1,nc,nc
Blacktown,"Intimidation, stalking and harassment",1785,1971,1805,2036,2416,659.1,Up 18.7%,Up 7.9%
Blacktown,Other offences against the person,63,59,12,49,75,20.5,Up 53.1%,nc
Blacktown,Break and enter dwelling,1557,1585,1519,1475,1326,361.8,Down 10.1%,Down 3.9%
Blacktown,Break and enter non-dwelling,377,335,337,425,320,87.3,Stable,Stable
Blacktown,Receiving or handling stolen goods,426,455,433,478,452,123.3,Stable,Stable
Blacktown,Motor vehicle theft,816,812,802,791,665,181.4,Down 15.9%,Down 5.0%
Blacktown,Steal from motor vehicle,2377,2508,2901,2696,2394,653.1,Down 11.2%,Stable
Blacktown,Steal from retail store,1190,1096,1258,1458,1266,345.4,Stable,Up 1.6%
Blacktown,Steal from dwelling,901,1025,916,922,854,233,Stable,Stable
Blacktown,Steal from person,319,283,286,255,284,77.5,Stable,Down 2.9%
Blacktown,Stock theft,6,1,2,5,0,nc,nc,nc
Blacktown,Fraud,2955,2867,3452,3615,3866,1054.7,Stable,Up 6.9%
Blacktown,Other theft,1132,1266,1286,1124,1185,323.3,Stable,Stable
Blacktown,Arson,263,291,242,204,182,49.7,Stable,Down 8.8%
Blacktown,Malicious damage to property,3419,3448,3266,3490,3245,885.3,Stable,Stable
Blacktown,Possession and/or use of cocaine,9,15,28,40,45,12.3,Stable,nc
Blacktown,Possession and/or use of narcotics,11,29,22,25,27,7.4,Stable,nc
Blacktown,Possession and/or use of cannabis,578,579,592,672,681,185.8,Stable,Up 4.2%
Blacktown,Possession and/or use of amphetamines,270,265,264,307,334,91.1,Stable,Up 5.5%
Blacktown,Possession and/or use of ecstasy,18,27,22,23,24,6.5,Stable,nc
Blacktown,Possession and/or use of other drugs,115,123,116,170,179,48.8,Stable,Up 11.7%
Blacktown,"Dealing, trafficking in cocaine",11,1,3,11,16,4.4,nc,nc
Blacktown,"Dealing, trafficking in narcotics",18,7,8,4,59,16.1,nc,nc
Blacktown,"Dealing, trafficking in cannabis",19,8,18,72,21,5.7,Stable,nc
Blacktown,"Dealing, trafficking in amphetamines",43,77,20,90,34,9.3,Down 62.2%,Stable
Blacktown,"Dealing, trafficking in ecstasy",6,6,4,5,9,2.5,nc,nc
Blacktown,"Dealing, trafficking in other drugs",11,2,5,5,14,3.8,nc,nc
Blacktown,Cultivating cannabis,13,9,29,24,31,8.5,Stable,nc
Blacktown,Manufacture drug,1,1,4,1,6,1.6,nc,nc
Blacktown,Importing drugs,1,2,0,5,4,1.1,nc,nc
Blacktown,Other drug offences,123,103,100,130,130,35.5,Stable,Stable
Blacktown,Prohibited and regulated weapons offences,522,503,571,634,714,194.8,Up 12.6%,Up 8.1%
Blacktown,Trespass,281,295,245,296,340,92.8,Stable,Stable
Blacktown,Offensive conduct,87,80,88,99,89,24.3,Stable,Stable
Blacktown,Offensive language,148,83,86,105,81,22.1,Stable,Down 14.0%
Blacktown,Criminal intent,88,113,149,160,174,47.5,Stable,Up 18.6%
Blacktown,Betting and gaming offences,0,0,1,0,0,nc,nc,nc
Blacktown,Liquor offences,196,198,168,224,158,43.1,Down 29.5%,Stable
Blacktown,Pornography offences,31,38,41,44,32,8.7,Stable,Stable
Blacktown,Prostitution offences,2,0,6,0,2,0.5,nc,nc
Blacktown,Escape custody,8,12,11,13,5,1.4,nc,nc
Blacktown,Breach Apprehended Violence Order,904,988,975,1112,1080,294.7,Stable,Up 4.5%
Blacktown,Breach bail conditions,1857,1869,1997,2052,2532,690.8,Up 23.4%,Up 8.1%
Blacktown,Fail to appear,34,23,20,5,11,3,nc,nc
Blacktown,Resist or hinder officer,277,238,292,283,302,82.4,Stable,Stable
Blacktown,Other offences against justice procedures,23,35,26,42,94,25.6,Up 123.8%,Up 42.2%
Blacktown,Transport regulatory offences,17146,18124,18391,14135,15699,4283.1,Stable,Down 2.2%
Blacktown,Other offences,511,511,496,509,601,164,Stable,Stable
Bland,Murder *,0,0,0,0,0,nc,nc,nc
Bland,Attempted murder,0,0,0,0,0,nc,nc,nc
Bland,"Murder accessory, conspiracy",0,0,0,0,0,nc,nc,nc
Bland,Manslaughter *,0,0,0,0,0,nc,nc,nc
Parramatta,Domestic violence related assault,637,643,732,772,776,308.8,Stable,Up 5.1%
Bland,Non-domestic violence related assault,20,22,15,19,10,167.1,nc,nc
Bland,Assault Police,3,1,0,4,0,nc,nc,nc
Bland,Sexual assault,1,3,10,6,3,50.1,nc,nc
Bland,"Indecent assault, act of indecency and other sexual offences",9,7,10,4,7,117,nc,nc
Bland,Abduction and kidnapping,0,0,0,0,0,nc,nc,nc
Bland,Robbery without a weapon,0,0,0,0,0,nc,nc,nc
Bland,Robbery with a firearm,0,0,0,0,0,nc,nc,nc
Bland,Robbery with a weapon not a firearm,0,0,0,0,0,nc,nc,nc
Bland,Blackmail and extortion,0,0,0,0,0,nc,nc,nc
Bland,"Intimidation, stalking and harassment",28,29,24,32,40,668.3,Stable,Stable
Bland,Other offences against the person,2,0,1,0,0,nc,nc,nc
Bland,Break and enter dwelling,10,8,12,14,14,233.9,nc,nc
Bland,Break and enter non-dwelling,10,11,9,7,5,83.5,nc,nc
Bland,Receiving or handling stolen goods,1,3,0,2,4,66.8,nc,nc
Bland,Motor vehicle theft,7,11,15,5,7,117,nc,nc
Bland,Steal from motor vehicle,16,16,23,1,8,133.7,nc,nc
Bland,Steal from retail store,4,5,6,2,2,33.4,nc,nc
Bland,Steal from dwelling,15,5,6,12,5,83.5,nc,nc
Bland,Steal from person,0,0,0,0,0,nc,nc,nc
Bland,Stock theft,4,8,5,5,4,66.8,nc,nc
Bland,Fraud,15,20,24,28,29,484.5,Stable,nc
Bland,Other theft,14,15,17,11,17,284,nc,nc
Bland,Arson,2,2,4,2,1,16.7,nc,nc
Bland,Malicious damage to property,57,31,34,40,31,518,Stable,Stable
Bland,Possession and/or use of cocaine,0,0,1,1,0,nc,nc,nc
Bland,Possession and/or use of narcotics,0,0,0,0,0,nc,nc,nc
Bland,Possession and/or use of cannabis,13,15,20,24,12,200.5,nc,nc
Bland,Possession and/or use of amphetamines,0,1,3,4,3,50.1,nc,nc
Bland,Possession and/or use of ecstasy,0,0,0,0,0,nc,nc,nc
Bland,Possession and/or use of other drugs,0,0,3,3,2,33.4,nc,nc
Bland,"Dealing, trafficking in cocaine",0,0,0,0,0,nc,nc,nc
Bland,"Dealing, trafficking in narcotics",0,0,0,0,0,nc,nc,nc
Bland,"Dealing, trafficking in cannabis",0,2,0,0,0,nc,nc,nc
Bland,"Dealing, trafficking in amphetamines",0,0,2,1,0,nc,nc,nc
Bland,"Dealing, trafficking in ecstasy",0,0,0,0,0,nc,nc,nc
Bland,"Dealing, trafficking in other drugs",0,0,0,0,0,nc,nc,nc
Bland,Cultivating cannabis,2,1,2,3,0,nc,nc,nc
Bland,Manufacture drug,0,0,0,0,0,nc,nc,nc
Bland,Importing drugs,0,0,0,0,0,nc,nc,nc
Bland,Other drug offences,1,8,2,4,3,50.1,nc,nc
Bland,Prohibited and regulated weapons offences,22,18,22,38,23,384.3,Stable,nc
Bland,Trespass,11,10,6,16,14,233.9,nc,nc
Bland,Offensive conduct,13,11,6,4,13,217.2,nc,nc
Bland,Offensive language,7,5,2,8,0,nc,nc,nc
Bland,Criminal intent,0,0,2,1,1,16.7,nc,nc
Bland,Betting and gaming offences,0,0,0,0,0,nc,nc,nc
Bland,Liquor offences,25,18,6,13,26,434.4,nc,nc
Bland,Pornography offences,0,2,0,1,1,16.7,nc,nc
Bland,Prostitution offences,0,0,0,0,0,nc,nc,nc
Bland,Escape custody,1,0,0,0,0,nc,nc,nc
Bland,Breach Apprehended Violence Order,8,12,14,11,8,133.7,nc,nc
Bland,Breach bail conditions,14,4,14,9,6,100.3,nc,nc
Bland,Fail to appear,0,0,0,0,0,nc,nc,nc
Bland,Resist or hinder officer,7,8,4,6,6,100.3,nc,nc
Bland,Other offences against justice procedures,0,0,1,2,1,16.7,nc,nc
Bland,Transport regulatory offences,0,0,0,0,0,nc,nc,nc
Bland,Other offences,14,18,18,9,27,451.1,nc,nc
Blayney,Murder *,0,0,0,0,0,nc,nc,nc
Blayney,Attempted murder,0,0,0,0,0,nc,nc,nc
Blayney,"Murder accessory, conspiracy",0,0,0,0,0,nc,nc,nc
Blayney,Manslaughter *,0,0,0,0,0,nc,nc,nc
Bathurst Regional,Domestic violence related assault,206,192,229,213,248,574,Up 16.4%,Up 4.7%
Blayney,Non-domestic violence related assault,18,24,21,29,16,217.9,nc,nc
Blayney,Assault Police,0,1,0,3,2,27.2,nc,nc
Blayney,Sexual assault,6,9,7,5,3,40.9,nc,nc
Blayney,"Indecent assault, act of indecency and other sexual offences",5,6,13,9,8,109,nc,nc
Blayney,Abduction and kidnapping,0,1,0,0,0,nc,nc,nc
Blayney,Robbery without a weapon,0,1,0,1,0,nc,nc,nc
Blayney,Robbery with a firearm,0,1,0,0,0,nc,nc,nc
Blayney,Robbery with a weapon not a firearm,0,0,0,1,0,nc,nc,nc
Blayney,Blackmail and extortion,0,0,0,0,0,nc,nc,nc
Blayney,"Intimidation, stalking and harassment",30,23,33,50,40,544.8,Stable,Up 7.5%
Blayney,Other offences against the person,1,2,1,1,2,27.2,nc,nc
Blayney,Break and enter dwelling,29,51,19,39,34,463.1,Stable,nc
Blayney,Break and enter non-dwelling,17,24,15,23,32,435.8,Stable,nc
Blayney,Receiving or handling stolen goods,2,9,3,5,2,27.2,nc,nc
Blayney,Motor vehicle theft,14,15,12,10,13,177.1,nc,nc
Blayney,Steal from motor vehicle,19,33,27,23,18,245.2,nc,nc
Blayney,Steal from retail store,6,4,3,7,10,136.2,nc,nc
